id,region_code,province,city,county,level,parent_id,latitude,longitude,created_at,updated_at
35,142311,山西省,大同市,,2,4,40.171855109862804,113.75237910738444,2024-05-10 01:10:26,2025-05-26 22:29:49
36,213897,辽宁省,沈阳市,,2,6,42.0332364562162,123.37870085701321,2023-08-12 05:21:39,2024-06-18 07:43:02
37,219093,辽宁省,大连市,,2,6,39.343710625512095,121.14698804463794,2023-06-24 08:11:54,2024-12-01 14:05:25
38,323433,江苏省,南京市,,2,10,31.890504179851895,118.68636912839273,2024-04-21 14:11:19,2025-06-01 03:12:41
39,329599,江苏省,苏州市,,2,10,30.90164208590908,120.26211126424003,2024-02-24 00:32:32,2025-05-22 17:19:43
40,333025,浙江省,杭州市,,2,11,30.734994687381,119.948605653309,2025-02-20 19:01:09,2025-02-07 03:44:36
41,331922,浙江省,宁波市,,2,11,29.798981340409114,121.53124531814146,2023-10-30 04:46:04,2024-09-30 19:44:39
42,3700593,山东省,阜新,,2,15,36.563881678618095,115.53894304636059,2024-08-20 19:36:23,2024-08-10 15:04:11
43,4300864,湖南省,重庆,,2,18,27.160061808986352,111.12888737486531,2024-03-24 07:08:22,2024-07-05 05:01:11
44,3234870,江苏省,南京市,东丽,3,38,31.408663186093474,119.21088595340245,2023-10-11 23:35:45,2025-05-30 21:13:59
45,3500951,福建省,潜江,,2,13,25.73900223269611,119.49763155846985,2023-12-12 23:28:20,2025-04-28 20:58:49
46,6500313,新疆维吾尔自治区,大冶,,2,31,45.271956857852864,87.89603579381868,2024-10-16 03:00:15,2024-07-24 11:01:19
47,3200755,江苏省,呼和浩特,,2,10,32.09940582168098,120.13338307331017,2025-03-31 17:29:04,2025-05-27 05:19:30
48,4600384,海南省,广州,,2,21,20.54414457890466,112.18315160797567,2024-11-30 17:40:15,2024-06-26 17:38:34
49,3319985,浙江省,宁波市,安次,3,41,30.347061099986718,120.24469346701973,2024-12-17 09:08:43,2025-04-29 11:07:51
50,6500861,新疆维吾尔自治区,沈阳,,2,31,44.05032034641536,87.46687261411223,2024-10-01 06:41:28,2024-07-17 09:30:07
51,1359173,河北省,石家庄市,滨城,3,32,38.66791836224695,116.66526185725058,2023-07-21 22:43:12,2024-07-20 08:23:51
52,4500615,广西壮族自治区,长沙,,2,20,22.03406970520805,106.46276884940822,2024-12-19 12:16:56,2024-06-18 13:59:23
53,6400562,宁夏回族自治区,昆明,,2,30,40.28174454088847,104.71749504180463,2023-09-04 09:15:17,2025-03-02 07:40:16
54,5000861,重庆市,银川,,2,22,31.110326535708005,105.24204719932692,2023-09-07 02:16:33,2024-07-11 02:39:24
55,2300502,黑龙江省,潜江,,2,8,47.742988168757535,127.22093662735001,2024-12-29 17:23:43,2025-01-13 10:28:35
56,2190635,辽宁省,大连市,西峰,3,37,37.64345808044997,121.263287856988,2023-06-19 14:53:22,2024-10-27 19:05:08
57,5000879,重庆市,荆门,,2,22,27.669755026224276,108.24579011374371,2024-12-12 20:53:41,2024-09-26 10:35:21
58,6200503,甘肃省,六安,,2,28,36.65758921406194,105.61416685154695,2024-03-31 03:19:50,2024-11-11 06:29:55
59,6100340,陕西省,长春,,2,27,35.078389587748795,110.26726598691582,2024-12-21 00:24:50,2024-11-04 16:02:27
60,4200894,湖北省,沈阳,,2,17,31.971914429110758,115.71739303036395,2025-01-13 17:41:23,2025-04-25 15:48:19
61,2300242,黑龙江省,潜江,牧野,3,55,48.76187976222986,127.12242250689106,2024-08-18 20:46:49,2024-09-21 06:01:49
62,3400111,安徽省,太原,,2,12,30.08808769019972,118.84680983868206,2024-06-27 01:10:09,2024-12-19 18:54:17
63,5000385,重庆市,南昌,,2,22,31.204635514269025,106.86560388423378,2024-07-19 05:38:58,2024-12-02 11:06:23
64,6100148,陕西省,长春,六枝特,3,59,35.300121308171555,109.6270979337644,2024-02-07 01:11:35,2024-07-24 12:10:11
65,2300142,黑龙江省,长沙,,2,8,43.99374556759152,128.2528403667166,2024-07-04 13:01:06,2025-03-26 08:07:13
66,3295697,江苏省,苏州市,海港,3,39,32.38780010582622,122.14507964459607,2024-02-14 16:14:33,2024-08-06 22:37:24
67,5000422,重庆市,银川,东丽,3,54,32.527297264085824,106.40532197059615,2024-07-20 20:43:07,2024-07-15 15:36:08
68,3500774,福建省,沈阳,,2,13,26.68778835613071,118.33914233711586,2025-04-08 21:12:37,2024-10-21 06:15:47
69,2100574,辽宁省,宁德,,2,6,41.31795685855559,123.94323729791672,2023-07-24 15:01:40,2025-01-01 21:57:29
70,3300354,浙江省,邯郸,,2,11,28.9693643143204,122.06143007750467,2023-10-27 12:40:16,2024-09-07 03:32:57
71,6100143,陕西省,长春,魏都,3,59,35.581285193521374,108.88824009703312,2023-07-28 04:54:51,2024-06-26 09:22:46
72,5400977,西藏自治区,呼和浩特,,2,26,27.644537093147477,90.17880024963895,2024-05-22 04:26:46,2024-11-13 02:32:15
73,5200986,贵州省,杭州,,2,24,25.146602691609484,107.98289039521423,2023-07-18 08:06:53,2024-10-07 23:41:23
74,3234208,江苏省,南京市,双滦,3,38,32.587814442631924,116.82922282063932,2023-11-06 12:40:07,2024-07-23 00:19:29
75,3500588,福建省,阜新,,2,13,27.22204064343908,120.42897432326737,2024-10-18 15:25:54,2024-12-05 13:54:50
76,6500906,新疆维吾尔自治区,沈阳,友好,3,50,42.30262876157938,88.85574786279466,2025-04-29 17:21:24,2025-04-08 12:32:31
77,3200242,江苏省,呼和浩特,山亭,3,47,33.37999960397517,121.24843246419539,2023-11-03 14:47:16,2025-04-20 08:57:00
78,1500758,内蒙古自治区,巢湖,,2,5,42.139367416228914,111.43805590135253,2023-11-26 22:22:25,2024-10-16 15:29:12
79,3300926,浙江省,关岭,,2,11,31.512690183367223,121.59433525018669,2024-08-08 03:49:21,2025-04-30 23:00:19
80,5300267,云南省,北镇,,2,25,25.41172664425663,103.8684041838404,2023-07-20 11:37:09,2024-11-21 12:28:41
81,3400340,安徽省,太原,平山,3,62,31.45808550185315,117.3872139020724,2023-06-30 07:17:04,2024-11-10 12:55:22
82,3100386,上海市,西安,,2,9,31.313762299830643,120.099995373349,2025-04-24 09:41:52,2024-09-06 05:30:20
83,5400686,西藏自治区,呼和浩特,江北,3,72,29.06542977240698,90.23396642900249,2025-03-05 07:08:27,2024-06-23 05:39:17
84,3295623,江苏省,苏州市,花溪,3,39,29.820118024684653,120.87745072770724,2023-06-14 08:40:33,2024-08-02 03:17:43
85,2190825,辽宁省,大连市,黄浦,3,37,39.15430162490624,121.41338466268314,2023-11-07 02:56:49,2024-08-20 17:20:39
86,3500998,福建省,西安,,2,13,26.35987761688787,120.8034955776449,2025-04-21 17:46:20,2024-09-14 20:55:29
87,6400156,宁夏回族自治区,昆明,普陀,3,53,40.268099456567064,103.41240810193092,2025-01-30 20:01:06,2025-04-27 14:54:17
88,3319248,浙江省,宁波市,锡山,3,41,30.899050318181626,120.31874771455097,2023-12-10 17:47:37,2025-03-15 23:07:26
89,6500652,新疆维吾尔自治区,辽阳,,2,31,42.257238246148596,87.39529806269739,2023-08-08 23:12:12,2025-05-15 16:59:44
90,3500659,福建省,潜江,房山,3,45,26.448587761028556,117.78570244871027,2023-06-12 16:59:11,2025-04-11 04:34:13
91,3700695,山东省,银川,,2,15,37.265795633903664,118.05873670024283,2025-05-29 03:16:51,2024-11-17 06:01:48
92,5200615,贵州省,杭州,华龙,3,73,25.581680559058817,109.02794534179256,2024-07-18 00:09:12,2024-10-22 10:21:47
93,4600215,海南省,六安,,2,21,18.63629114721634,109.81440450500561,2024-02-03 22:21:00,2024-09-24 20:02:47
94,5200726,贵州省,杭州,房山,3,73,23.99871492783646,107.30426852321402,2023-12-16 01:36:12,2025-02-04 09:22:59
95,3500465,福建省,阜新,安次,3,75,27.95390759475289,118.98727038255184,2024-08-07 00:21:32,2024-08-03 04:56:49
96,5200196,贵州省,哈尔滨,,2,24,27.45526127695146,107.6673168222574,2023-08-10 21:24:06,2025-02-24 00:40:32
97,6500896,新疆维吾尔自治区,大冶,海陵,3,46,44.50358872692307,87.59143367664328,2025-05-10 04:49:27,2024-08-02 15:43:54
98,3300875,浙江省,邯郸,崇文,3,70,27.488946710104678,120.78106632957798,2025-05-07 23:34:51,2025-02-17 09:10:16
99,3500557,福建省,潜江,璧山,3,45,25.14400693237984,120.90627853017018,2024-10-05 18:43:14,2025-05-29 14:03:12
100,3100728,上海市,巢湖,,2,9,31.758824290813124,121.76250523366124,2025-01-08 04:58:48,2025-02-18 22:32:25
101,1300550,河北省,通辽,,2,3,39.60432207698625,114.44658661806339,2025-02-03 00:06:18,2025-05-03 09:56:09
102,1500924,内蒙古自治区,太原,,2,5,39.44210239106467,112.35489677609303,2025-01-25 02:58:24,2025-03-07 01:04:47
103,4600909,海南省,广州,魏都,3,48,20.61142952415664,112.68274298764196,2025-04-09 08:33:24,2025-05-23 09:01:46
104,5100600,四川省,拉萨,,2,23,30.268764301532755,103.03801647684784,2023-09-04 15:52:46,2024-08-08 06:32:16
105,3500226,福建省,沈阳,海陵,3,68,28.156617558867218,117.11999088634298,2024-03-29 22:04:30,2025-01-28 15:59:04
106,3700455,山东省,沈阳,,2,15,35.620505046346366,115.12267300467997,2024-11-20 01:13:31,2025-05-22 06:10:47
107,3600288,江西省,梧州,,2,14,27.697587894600908,116.82770879956077,2024-12-03 02:36:54,2024-12-17 05:31:14
108,3400389,安徽省,武汉,,2,12,30.141504756863018,118.57244969556325,2024-08-02 06:38:20,2024-09-26 18:14:02
109,6200824,甘肃省,梧州,,2,28,36.22573560144103,104.15977038111004,2023-07-04 14:34:43,2025-01-16 10:06:46
110,5000837,重庆市,南昌,沙市,3,63,29.354398938290267,108.06156724723165,2025-01-01 19:06:17,2024-07-26 12:56:10
111,3600188,江西省,梧州,吉区,3,107,26.619473051642647,116.6976809053205,2024-04-02 12:41:19,2024-08-15 18:39:02
112,4100730,河南省,佛山,,2,16,35.801769724035324,112.47593248062044,2023-11-17 00:32:28,2025-02-17 00:24:11
113,6500479,新疆维吾尔自治区,沈阳,城北,3,50,44.55372726660698,86.57062555700509,2025-01-29 02:22:45,2025-01-27 18:40:27
114,1500641,内蒙古自治区,太原,平山,3,102,38.87224747159439,112.8338305952999,2025-03-13 01:56:26,2024-08-11 16:33:25
115,3300566,浙江省,关岭,东城,3,79,33.19612048412566,122.73690379790976,2025-03-09 14:02:29,2024-12-01 18:12:42
116,1500876,内蒙古自治区,辽阳,,2,5,41.58427464004489,110.68185068298715,2024-06-21 14:57:25,2025-03-29 09:55:59
117,4300513,湖南省,梧州,,2,18,26.708814821228057,112.08863339509296,2024-04-28 13:36:34,2024-11-01 07:53:02
118,3500175,福建省,阜新,新城,3,75,28.073436841490583,119.06989331295367,2024-12-09 13:46:20,2024-06-25 23:13:58
119,6100395,陕西省,哈尔滨,,2,27,35.805748051437156,110.12748999918006,2023-08-21 19:23:02,2025-04-06 11:11:30
120,3700775,山东省,沈阳,锡山,3,106,37.309387688839294,116.03131453651382,2025-03-15 08:36:02,2025-05-19 18:11:37
121,5400550,西藏自治区,呼和浩特,清浦,3,72,26.02108508495609,88.50831262142077,2023-10-27 20:58:22,2025-01-08 16:10:49
122,1300336,河北省,荆门,,2,3,39.13785110676242,115.00584094199253,2023-07-08 05:13:15,2024-10-28 01:33:42
123,5100600,四川省,南昌,,2,23,32.370416211030616,105.8024586507187,2024-05-13 19:42:47,2024-11-26 20:32:06
124,1359697,河北省,石家庄市,永川,3,32,37.27182242850533,113.55274016225296,2023-10-15 13:37:09,2024-12-27 09:48:32
125,4500257,广西壮族自治区,台北,,2,20,22.946949526364715,106.59396354577314,2024-12-09 03:28:01,2024-12-08 01:43:15
126,3100996,上海市,西安,高明,3,82,29.779654273107838,119.14846884962432,2024-03-20 12:31:56,2025-05-04 09:24:27
127,3300400,浙江省,重庆,,2,11,30.919181775693215,121.76615814409566,2023-11-08 21:42:00,2025-03-21 23:02:23
128,2190856,辽宁省,大连市,海港,3,37,40.873151189713425,119.90577335212369,2024-02-02 22:38:10,2024-10-26 14:28:40
129,5100605,四川省,宜都,,2,23,30.72405745170724,102.94601860015234,2024-11-27 14:31:40,2024-06-15 16:55:59
130,6100822,陕西省,哈尔滨,城东,3,119,35.28329229699131,109.01811554234061,2024-07-09 18:37:28,2024-10-18 23:44:57
131,5300872,云南省,北镇,海港,3,80,27.13116312079032,103.68878683807533,2024-08-18 07:01:48,2025-06-03 11:04:08
132,5200970,贵州省,香港,,2,24,24.783745477300712,106.92537527735695,2024-09-02 06:31:10,2025-06-08 07:20:21
133,1500176,内蒙古自治区,太原,上街,3,102,38.6367619550256,111.34317240110599,2024-08-10 16:11:20,2025-03-06 11:06:28
134,3319819,浙江省,宁波市,滨城,3,41,28.520147437036947,119.72444384403887,2025-04-07 04:28:27,2024-06-26 01:39:46
135,4500933,广西壮族自治区,台北,牧野,3,125,24.25118233387981,107.41202336409161,2025-05-29 02:28:11,2025-03-03 12:58:24
136,5000453,重庆市,哈尔滨,,2,22,28.39439207584027,107.06146337425326,2025-02-28 12:31:55,2024-10-12 19:20:00
137,3700944,山东省,西安,,2,15,37.290802633380665,116.38718298379104,2024-03-29 00:34:34,2025-02-17 21:09:38
138,3500365,福建省,沈阳,朝阳,3,68,24.957850936712614,117.49277512315753,2024-08-13 10:34:44,2025-02-06 01:09:15
139,5000856,重庆市,六安,,2,22,29.1835347205344,108.2480455381077,2025-02-17 14:43:55,2024-07-15 11:41:07
140,6200982,甘肃省,六安,锡山,3,58,36.716663082860244,104.86950478428582,2024-09-15 00:55:48,2024-08-30 13:23:27
141,2200662,吉林省,六安,,2,7,44.19703113508728,125.02921049935246,2024-11-16 02:32:46,2024-09-10 21:03:23
142,6100771,陕西省,哈尔滨,江北,3,119,37.098779409792186,109.99914799794658,2024-09-15 21:06:34,2024-12-17 06:16:16
143,3700367,山东省,沈阳,金平,3,106,36.886792808758074,115.6005286597346,2024-01-17 22:06:00,2025-02-08 22:22:07
144,5000491,重庆市,南昌,沙湾,3,63,30.690331487587763,105.70645051234244,2025-02-13 04:29:38,2024-11-12 21:02:44
145,4400245,广东省,合山,,2,19,24.105610253881128,113.80447136524313,2024-10-17 14:19:10,2025-02-09 18:45:22
146,6200909,甘肃省,哈尔滨,,2,28,35.62629123692825,102.53830077236394,2024-12-02 16:51:06,2025-02-10 17:50:34
147,2100314,辽宁省,石家庄,,2,6,41.38413843832669,123.75620648591592,2025-05-08 08:58:35,2025-03-23 13:26:30
148,5300431,云南省,南京,,2,25,24.722167477972267,103.47316554483174,2024-12-28 17:57:55,2025-06-03 17:13:42
149,4600282,海南省,成都,,2,21,20.533552479266213,111.03875969449595,2024-09-20 09:15:13,2025-05-31 03:40:29
150,4600485,海南省,广州,淄川,3,48,18.567371639654404,112.71270340482513,2023-10-16 22:42:11,2024-07-30 17:38:41
151,1462169,山西省,太原市,沈河,3,34,37.42404552799208,110.97338832829277,2024-08-19 13:13:35,2024-09-30 06:48:38
152,6200454,甘肃省,重庆,,2,28,35.46562344392046,103.66681044136187,2024-05-19 02:54:36,2024-10-30 22:37:37
153,2100757,辽宁省,石家庄,牧野,3,147,40.98486210764589,122.4186113431538,2025-03-15 14:49:32,2024-11-14 21:00:00
154,4600414,海南省,成都,沈北新,3,149,19.75037006153064,110.52612398795439,2025-05-25 17:59:23,2024-11-27 15:44:32
155,5100242,四川省,拉萨,高明,3,104,29.718047607771023,104.31694541982989,2023-06-29 14:36:48,2025-05-29 11:16:30
156,2100975,辽宁省,石家庄,山亭,3,147,43.05707560669481,122.72884630259998,2025-06-05 13:22:01,2025-01-19 00:09:32
157,6200545,甘肃省,六安,海陵,3,58,36.09330696017264,105.35041507561873,2024-09-04 19:27:46,2024-07-06 22:47:51
158,3295601,江苏省,苏州市,永川,3,39,32.53432783815396,121.52223978582073,2024-01-31 10:42:09,2025-04-30 09:15:48
159,3300809,浙江省,邯郸,梁平,3,70,28.203997856300937,123.68492682236642,2023-06-30 00:42:21,2024-07-29 21:37:52
160,5400767,西藏自治区,呼和浩特,朝阳,3,72,27.88252287447199,91.11645698516888,2024-04-09 01:29:53,2024-12-26 11:36:01
161,3500352,福建省,西安,高坪,3,86,27.478072340751293,119.9243948623261,2024-06-09 22:14:50,2025-03-29 09:04:12
162,2300407,黑龙江省,长沙,沈北新,3,65,45.41743602204866,127.9100279820595,2023-08-21 19:13:22,2025-05-01 23:15:28
163,6300711,青海省,马鞍山,,2,29,37.39249071102747,101.4186168481258,2025-01-31 16:12:36,2025-01-02 15:38:23
164,6200642,甘肃省,六安,山亭,3,58,37.804810214358156,105.06239852019073,2024-03-14 12:55:10,2025-03-08 12:44:04
165,5000558,重庆市,福州,,2,22,27.660405070872475,104.6856219324992,2025-03-01 16:17:19,2025-03-28 23:27:06
166,6200786,甘肃省,六安,友好,3,58,37.722340834741274,105.41040377665408,2025-04-06 21:08:00,2025-01-31 00:51:50
167,3234363,江苏省,南京市,江北,3,38,30.824419155612297,118.47991483050401,2024-09-05 10:48:14,2024-12-14 17:41:28
168,6400351,宁夏回族自治区,六安,,2,30,38.77051668254102,107.1690855632469,2024-02-15 02:58:38,2024-09-12 12:33:08
169,6200622,甘肃省,重庆,高坪,3,152,34.52625499893213,103.1673240873848,2024-09-02 00:40:45,2024-10-04 19:34:33
170,5200337,贵州省,深圳,,2,24,28.078778011078228,104.83545457630149,2025-01-26 03:45:52,2024-12-30 18:47:03
171,5400212,西藏自治区,呼和浩特,白云,3,72,27.569640241559853,89.47222639904803,2023-06-22 19:36:30,2024-09-17 20:13:50
172,3400115,安徽省,太原,海港,3,62,30.07961515578092,118.45400561611058,2024-09-14 05:07:18,2025-02-17 03:31:10
173,3400955,安徽省,张家港,,2,12,31.758725175024804,115.65049606972534,2025-03-06 17:08:44,2024-11-14 06:28:48
174,4100296,河南省,佛山,萧山,3,112,36.80697241097412,110.66771345644536,2025-05-16 21:18:39,2025-03-13 21:11:27
175,2100849,辽宁省,淮安,,2,6,40.41697845383404,124.33785510987435,2023-08-31 11:19:20,2024-09-11 03:31:24
176,3500489,福建省,潜江,华龙,3,45,27.02145051392479,117.74846276988534,2024-01-04 20:24:41,2024-06-28 10:04:32
177,3100904,上海市,巢湖,双滦,3,100,32.282750442521696,122.25724997858126,2025-02-09 00:14:41,2025-05-02 02:58:01
178,2190501,辽宁省,大连市,普陀,3,37,38.82249319068568,119.72676056103587,2023-11-12 13:55:01,2024-08-17 13:08:26
179,3300444,浙江省,哈尔滨,,2,11,30.504351833077408,120.94969179293662,2024-11-30 22:57:56,2024-10-12 07:47:36
180,3100648,上海市,西安,闵行,3,82,29.658907167730103,120.4020021918895,2024-12-11 08:37:24,2025-05-24 13:28:01
181,4300437,湖南省,梧州,沙市,3,117,25.46945794025182,112.14694048522036,2024-12-07 17:51:14,2025-03-12 11:39:19
182,6100463,陕西省,哈尔滨,华龙,3,119,35.945540737080314,109.50527106595261,2025-05-02 13:25:05,2025-04-17 12:25:23
183,3700917,山东省,银川,崇文,3,91,36.403885048866016,116.99910987896331,2023-08-11 00:35:39,2024-12-15 11:20:28
184,3300905,浙江省,关岭,滨城,3,79,30.135296942250662,122.15778542882003,2025-05-05 14:19:56,2024-06-20 12:04:31
185,1400186,山西省,澳门,,2,4,38.34991945285254,112.33925955390092,2023-12-14 02:24:47,2025-05-27 18:18:02
186,6400222,宁夏回族自治区,六安,山亭,3,168,38.02973313399966,107.65696401656554,2025-02-25 22:15:42,2024-11-17 00:52:50
187,4600701,海南省,六安,和平,3,93,18.953201562238135,109.90729065382791,2025-06-06 23:36:00,2025-01-17 05:44:04
188,3500641,福建省,嘉禾,,2,13,24.743757216393846,121.09930405071417,2025-02-22 04:10:47,2024-10-26 18:52:11
189,4500441,广西壮族自治区,台北,静安,3,125,22.414046176673605,105.03571129574964,2024-04-15 21:03:35,2024-11-30 09:55:42
190,2300353,黑龙江省,潜江,清浦,3,55,48.86615575635876,125.8432270964076,2024-06-17 13:15:48,2024-06-16 22:27:11
191,3100759,上海市,巢湖,沙湾,3,100,29.840569001780608,122.98166972866214,2023-07-18 22:17:36,2024-11-19 20:37:42
192,3295317,江苏省,苏州市,翔安,3,39,32.104740163526756,119.66762025055631,2024-08-28 17:39:35,2024-10-04 03:27:53
193,6200968,甘肃省,梧州,萧山,3,109,34.372008282321886,102.27356641754866,2025-02-08 13:14:53,2025-05-03 14:17:45
194,4100511,河南省,淮安,,2,16,32.862042277789556,115.44814437983614,2024-06-12 11:01:22,2025-01-20 17:38:16
195,3700251,山东省,银川,永川,3,91,37.63323342711629,116.95124837860399,2025-06-03 17:43:45,2025-06-03 10:39:29
196,2300378,黑龙江省,石家庄,,2,8,46.52488068811933,126.23457131164744,2024-02-07 20:03:41,2025-04-21 15:17:52
197,4600247,海南省,辛集,,2,21,20.75767598720616,110.95375047282137,2024-02-12 14:49:10,2025-02-21 02:53:59
198,6100841,陕西省,哈尔滨,璧山,3,119,35.85012156306132,110.53779420404665,2024-05-21 00:18:06,2025-05-30 08:21:08
199,5400378,西藏自治区,南宁,,2,26,29.497720641629225,92.13734385913546,2025-02-16 10:45:45,2025-05-25 23:41:32
200,1423598,山西省,大同市,璧山,3,35,40.24721169930223,113.89807478216248,2025-04-13 05:11:02,2025-03-11 19:50:09
201,6200369,甘肃省,兰州,,2,28,37.02438329341427,104.27202412061946,2024-10-31 12:15:45,2025-06-04 06:15:02
202,4600957,海南省,辛集,崇文,3,197,18.98429830487065,111.89331677128054,2025-01-19 03:16:44,2024-07-30 20:38:09
203,6400937,宁夏回族自治区,昆明,六枝特,3,53,39.10597053418068,104.6532621152236,2025-03-15 07:56:38,2025-04-08 01:54:42
204,4300446,湖南省,梧州,合川,3,117,25.207437934924563,110.51227665175807,2025-05-28 15:25:22,2024-12-12 17:06:48
205,5300499,云南省,长春,,2,25,25.166163865436708,101.79857492287074,2024-01-21 04:37:46,2025-03-10 15:57:53
206,4300877,湖南省,梧州,南长,3,117,28.500533561141662,112.14748479665774,2024-06-03 03:47:28,2024-07-05 00:18:37
207,5000202,重庆市,荆门,,2,22,30.026727617790684,105.20178097939453,2023-09-01 22:57:04,2024-07-29 09:07:29
208,3500723,福建省,潜江,双滦,3,45,23.75600292743821,119.13112030228707,2023-08-21 03:17:38,2024-12-13 04:12:15
209,4600959,海南省,柳州,,2,21,20.059216753695186,110.68246063904564,2023-07-13 20:16:45,2025-05-07 02:49:24
210,6300578,青海省,澳门,,2,29,37.72995806782446,100.81997441140419,2024-06-14 11:14:20,2025-06-06 01:14:47
211,5000585,重庆市,荆门,双滦,3,207,29.08588902713163,103.27623789923585,2024-01-12 16:18:31,2024-12-03 06:16:06
212,4500117,广西壮族自治区,长沙,清河,3,52,22.689752030785353,105.35681615873034,2023-11-07 13:47:15,2025-04-21 17:51:13
213,2100260,辽宁省,宁德,华龙,3,69,41.26229045947719,122.18554918816608,2024-11-17 17:08:59,2025-05-23 22:30:11
214,5000774,重庆市,福州,滨城,3,165,26.374704430187123,102.97443653009732,2023-08-13 20:11:38,2025-06-06 16:31:49
215,4300461,湖南省,重庆,浔阳,3,43,28.318314038407145,112.81398548613824,2024-01-30 12:38:34,2025-01-08 10:07:52
216,4300744,湖南省,梧州,沈北新,3,117,27.311114539048717,110.41069641567103,2025-05-28 14:55:34,2025-06-09 20:53:39
217,6200584,甘肃省,兰州,闵行,3,201,35.75685762597014,104.00950573988207,2025-05-03 00:20:53,2025-02-14 22:02:32
218,5100880,四川省,拉萨,白云,3,104,30.30949697711,103.73713255148301,2025-05-12 13:08:57,2025-03-09 06:15:33
219,6100211,陕西省,哈尔滨,西峰,3,119,35.98857595732815,109.68069949018523,2023-08-20 00:09:50,2024-09-08 15:06:04
220,3700137,山东省,澳门,,2,15,38.158233495065126,115.2063437782809,2025-02-17 01:17:42,2025-04-17 05:22:34
221,3400182,安徽省,武汉,西夏,3,108,31.56630113166421,120.04240593014144,2025-06-03 01:44:19,2024-07-16 11:36:52
222,2300293,黑龙江省,石家庄,梁平,3,196,47.24710034305873,124.95900449867618,2024-07-01 01:19:22,2025-02-02 21:06:17
223,3700506,山东省,澳门,安次,3,220,37.35062998789469,115.59382220281411,2024-07-18 08:16:22,2024-06-24 06:23:08
